"","Orders_Unique","Returns_Unique","Total_Items_Purchased","Quantity_Basket","Total_Items_Returned","Types_Items_Purchased","Unique_Item_Per_Basket","Types_Items_Returned","Unique_Item_Per_Return","Sales_Revenue","Return_Refund","Average_Unit_Price_Purchase","Average_Unit_Refund_Return","Country","Is_Buying_Most_Popular","Recency","Y_Income","RFMSeg"
"1865",1,0,234,234,0,19,19,0,0,310.56,0,1.32717948717949,0,"United Kingdom","1",19,446.08,"1"
"1866",1,0,48,48,0,5,5,0,0,393.95,0,8.20729166666667,0,"United Kingdom","0",19,105,"1"
"1868",1,0,220,220,0,23,23,0,0,348.26,0,1.583,0,"United Kingdom","0",19,741.77,"1"
"1869",2,0,600,300,0,11,6.5,0,0,1117.2,0,1.862,0,"United Kingdom","0",8,2600.15,"1"
"1870",1,0,26,26,0,9,9,0,0,148.22,0,5.70076923076923,0,"United Kingdom","0",19,1007.32,"1"
"1871",1,0,391,391,0,42,42,0,0,589.01,0,1.50641943734015,0,"United Kingdom","1",19,742.56,"1"
"1872",1,0,123,123,0,15,15,0,0,234.47,0,1.90626016260163,0,"United Kingdom","1",19,798.84,"1"
"1874",1,0,34,34,0,3,3,0,0,214.5,0,6.30882352941176,0,"United Kingdom","1",19,248.55,"1"
"1875",1,0,216,216,0,9,9,0,0,317.6,0,1.47037037037037,0,"United Kingdom","1",19,168.28,"1"
"1876",1,0,113,113,0,17,17,0,0,230.67,0,2.04132743362832,0,"United Kingdom","0",19,541.88,"1"
"1877",1,0,185,185,0,59,59,0,0,415.47,0,2.24578378378378,0,"United Kingdom","1",19,238.28,"1"
"1878",1,0,275,275,0,41,42,0,0,373.2,0,1.35709090909091,0,"United Kingdom","1",19,320.12,"1"
"1879",5,5,315,63,-5,75,16,1,1,4202.23,-3614.4,13.3404126984127,722.88,"Others","0",8,3617.42,"1"
"1880",1,0,488,488,0,28,28,0,0,720,0,1.47540983606557,0,"United Kingdom","0",18,929.36,"1"
"1881",1,0,146,146,0,46,51,0,0,223.07,0,1.52787671232877,0,"United Kingdom","0",18,659.65,"1"
"1882",1,0,33,33,0,6,6,0,0,89.25,0,2.70454545454545,0,"Others","0",18,492.85,"1"
"1884",1,0,78,78,0,20,20,0,0,125.8,0,1.61282051282051,0,"United Kingdom","0",16,257.88,"1"
"1885",1,0,137,137,0,16,16,0,0,305.45,0,2.22956204379562,0,"United Kingdom","0",16,1868.08,"1"
"1887",1,0,35,35,0,25,26,0,0,77.75,0,2.22142857142857,0,"United Kingdom","0",16,768.87,"1"
"1888",1,0,222,222,0,17,17,0,0,586.74,0,2.64297297297297,0,"Others","0",15,1335.52,"1"
"1889",1,1,131,131,-1,15,15,1,1,307.73,-8.5,2.34908396946565,8.5,"United Kingdom","0",14,380.6,"1"
"1890",1,0,80,80,0,4,4,0,0,132,0,1.65,0,"United Kingdom","1",15,248.64,"1"
"1893",1,0,100,100,0,13,13,0,0,207.66,0,2.0766,0,"United Kingdom","0",15,1530.16,"1"
"1894",1,0,124,124,0,20,20,0,0,99.84,0,0.805161290322581,0,"United Kingdom","0",15,52.22,"1"
"1895",1,0,84,84,0,6,6,0,0,139.8,0,1.66428571428571,0,"United Kingdom","0",14,495.61,"1"
"1896",1,1,314,314,-6,29,29,3,3,467.43,-12.5,1.48863057324841,2.08333333333333,"United Kingdom","1",12,653.45,"1"
"1897",3,0,150,50,0,25,9.66666666666667,0,0,371.84,0,2.47893333333333,0,"United Kingdom","0",8,490.05,"1"
"1898",1,0,509,509,0,53,53,0,0,1069.47,0,2.10111984282908,0,"United Kingdom","1",14,1129.84,"1"
"1899",1,0,269,269,0,26,26,0,0,486.99,0,1.8103717472119,0,"United Kingdom","0",13,658.85,"1"
"1900",1,0,2,2,0,2,2,0,0,2.9,0,1.45,0,"United Kingdom","0",13,1,"1"
"1905",1,0,298,298,0,33,33,0,0,464.32,0,1.55812080536913,0,"United Kingdom","0",13,447.62,"1"
"1910",1,0,130,130,0,14,14,0,0,305.36,0,2.34892307692308,0,"United Kingdom","0",12,1537.7,"1"
"1911",1,0,65,65,0,9,9,0,0,127.75,0,1.96538461538462,0,"United Kingdom","0",12,86.31,"1"
"1914",1,0,30,30,0,7,7,0,0,181.1,0,6.03666666666667,0,"United Kingdom","0",12,126.66,"1"
"1917",1,0,141,141,0,87,88,0,0,191.11,0,1.35539007092199,0,"United Kingdom","0",12,1461.07,"1"
"1918",1,1,209,209,-2,11,11,1,1,296.86,-1.7,1.42038277511962,0.85,"United Kingdom","0",8,1056.88,"1"
"1919",1,1,179,179,-1,19,19,1,1,319.37,-4.95,1.78418994413408,4.95,"United Kingdom","0",4,1069.28,"1"
"1920",1,0,558,558,0,54,54,0,0,1223.24,0,2.19218637992832,0,"United Kingdom","0",12,381.2,"1"
"1921",1,1,300,300,-6,32,32,3,3,933.3,-50.7,3.111,8.45,"United Kingdom","1",5,1538.87,"1"
"1922",1,0,66,66,0,7,7,0,0,125.43,0,1.90045454545455,0,"United Kingdom","0",12,60.8,"1"
"1923",1,1,57,57,-3,10,10,2,2,127.59,-16.85,2.23842105263158,5.61666666666667,"United Kingdom","0",4,78.75,"1"
"1924",1,0,134,134,0,11,11,0,0,211.73,0,1.58007462686567,0,"United Kingdom","0",11,185.56,"1"
"1925",1,0,519,519,0,26,26,0,0,814.95,0,1.57023121387283,0,"United Kingdom","1",11,552.66,"1"
"1926",1,0,104,104,0,7,7,0,0,94.4,0,0.907692307692308,0,"United Kingdom","0",11,269,"1"
"1927",1,0,705,705,0,29,29,0,0,770.5,0,1.09290780141844,0,"United Kingdom","0",11,594.2,"1"
"1928",1,0,488,488,0,27,29,0,0,765.28,0,1.56819672131148,0,"United Kingdom","0",9,1072,"1"
"1930",1,0,46,46,0,5,5,0,0,86.5,0,1.8804347826087,0,"United Kingdom","0",9,122.13,"1"
"1931",2,0,868,434,0,55,27.5,0,0,1590.05,0,1.83185483870968,0,"United Kingdom","1",9,2508.83,"1"
"1932",1,0,187,187,0,19,19,0,0,316.95,0,1.69491978609626,0,"United Kingdom","1",9,137.38,"1"
"1933",1,0,42,42,0,9,9,0,0,145.9,0,3.47380952380952,0,"United Kingdom","0",9,44.35,"1"
"1934",1,0,132,132,0,9,9,0,0,152.34,0,1.15409090909091,0,"United Kingdom","0",9,229.8,"1"
"1935",1,0,338,338,0,30,30,0,0,492.26,0,1.45639053254438,0,"United Kingdom","0",9,1148.94,"1"
"1936",1,0,32,32,0,1,1,0,0,20.8,0,0.65,0,"United Kingdom","0",9,31.2,"1"
"1937",1,0,631,631,0,53,53,0,0,903.01,0,1.43107765451664,0,"United Kingdom","0",9,413.06,"1"
"1938",1,1,534,534,-5,29,29,3,3,797.65,-5.44,1.4937265917603,1.088,"United Kingdom","0",4,1167.17,"1"
"1939",1,0,386,386,0,44,44,0,0,718.96,0,1.86259067357513,0,"Others","0",9,411.61,"1"
"1940",1,0,159,159,0,23,23,0,0,399.15,0,2.51037735849057,0,"United Kingdom","0",8,107.65,"1"
"1944",1,1,199,199,-9,12,12,4,4,306.96,-44,1.54251256281407,4.88888888888889,"United Kingdom","0",7,734.52,"1"
"1945",1,0,133,133,0,11,11,0,0,578.65,0,4.35075187969925,0,"United Kingdom","0",8,760.8,"1"
"1947",1,0,3,3,0,2,2,0,0,37.45,0,12.4833333333333,0,"United Kingdom","0",7,84.69,"1"
"1948",1,0,116,116,0,8,8,0,0,159.56,0,1.37551724137931,0,"United Kingdom","0",7,562.4,"1"
"1949",0,1,0,0,-2,0,0,1,1,0,-17,0,8.5,"United Kingdom","0",7,521.2,"1"
"1953",2,0,216,108,0,4,2,0,0,83.28,0,0.385555555555556,0,"United Kingdom","0",6,67.95,"1"
"1954",1,0,319,319,0,23,23,0,0,611.85,0,1.91802507836991,0,"United Kingdom","0",6,1,"1"
"1955",1,0,183,183,0,21,21,0,0,444.96,0,2.43147540983607,0,"Others","0",6,3336.78,"1"
"1957",1,0,168,168,0,7,7,0,0,278.63,0,1.6585119047619,0,"United Kingdom","0",6,695.91,"1"
"1959",1,0,108,108,0,14,14,0,0,304.3,0,2.81759259259259,0,"United Kingdom","0",5,240.7,"1"
"1960",1,0,38,38,0,21,21,0,0,103.21,0,2.71605263157895,0,"United Kingdom","1",5,57.5,"1"
"1961",1,0,196,196,0,21,21,0,0,426.43,0,2.17566326530612,0,"United Kingdom","1",5,384.14,"1"
"1964",2,0,196,98,0,4,2.5,0,0,241.08,0,1.23,0,"United Kingdom","0",4,3605.66,"1"
"1965",1,0,199,199,0,15,15,0,0,354.45,0,1.78115577889447,0,"United Kingdom","0",4,1190.96,"1"
"1969",1,0,651,651,0,34,34,0,0,726.43,0,1.11586789554531,0,"Others","1",4,1491.59,"1"
"1972",1,0,65,65,0,8,8,0,0,158.1,0,2.43230769230769,0,"Others","0",0,305.56,"1"
"1973",1,0,2,2,0,2,2,0,0,9.2,0,4.6,0,"United Kingdom","0",0,59.64,"1"
"1974",1,0,48,48,0,3,3,0,0,84.72,0,1.765,0,"United Kingdom","0",0,187.35,"1"
"1976",1,0,387,387,0,84,88,0,0,540.98,0,1.3978811369509,0,"United Kingdom","0",0,1419.97,"1"
